Monitoring point coding,Monitoring point name,city,longitude,latitude,region,GADM
2554A,Jian'an Factory,Yaan,103.0475,30.02,Sichuan,CN.SC
2555A,City Hall,Yaan,103.0111,29.9833,Sichuan,CN.SC
2556A,Sichuan Agricultural University,Yaan,102.9905,29.9775,Sichuan,CN.SC
2557A,Nankan Park,Bazhong,106.7583,31.8475,Sichuan,CN.SC
2558A,Municipal Environmental Protection Bureau,Bazhong,106.7389,31.8711,Sichuan,CN.SC
2559A,Bazhong Middle School,Bazhong,106.7594,31.8531,Sichuan,CN.SC
2560A,City Sixth Middle School,Bazhong,106.7608,31.8456,Sichuan,CN.SC
2561A,Lotus Mountain (control point),Ziyang,104.6617,30.1372,Sichuan,CN.SC
2562A,Ziyang Middle School,Ziyang,104.6356,30.1506,Sichuan,CN.SC
2563A,431 factory,Ziyang,104.6295,30.1383,Sichuan,CN.SC
2564A,Normal school,Ziyang,104.6463,30.1146,Sichuan,CN.SC
2565A,District Court,Ziyang,104.6296,30.1256,Sichuan,CN.SC
2566A,State Agricultural Science Institute (control point),Aba zangzu,102.1879,31.914,Sichuan,CN.SC
2567A,State Monitoring Station,Aba zangzu,102.224,31.9037,Sichuan,CN.SC
2568A,Ma Normal School,Aba zangzu,102.2502,31.8896,Sichuan,CN.SC
2569A,Jiangjunqiao,Ganzi Prefecture,101.9628,30.0506,Sichuan,CN.SC
2570A,Shuiqiaozi,Ganzi Prefecture,101.9603,30.0475,Sichuan,CN.SC
2571A,Qinglong Temple (comparison point),Liangshan,102.3431,27.8099,Sichuan,CN.SC
2572A,Qionghai Hotel,Liangshan,102.2721,27.8415,Sichuan,CN.SC
2573A,Xichang City Government,Liangshan,102.2625,27.898,Sichuan,CN.SC
2574A,Liangshan Prefecture Government,Liangshan,102.2685,27.8851,Sichuan,CN.SC
2575A,Changan,Liangshan,102.237,27.8914,Sichuan,CN.SC
2576A,On the kiln (control point),Liupanshui,104.8,26.5892,Guizhou,CN.GZ
2577A,Loess slope,Liupanshui,104.83,26.5917,Guizhou,CN.GZ
2578A,Water steel,Liupanshui,104.89,26.5939,Guizhou,CN.GZ
2579A,Minzhong,Liupanshui,104.8475,26.5894,Guizhou,CN.GZ
2580A,Shuangshui,Liupanshui,104.9544,26.5506,Guizhou,CN.GZ
2581A,Hongji Factory School,Anshun,105.9556,26.2611,Guizhou,CN.GZ
2582A,City One Middle School,Anshun,105.9278,26.255,Guizhou,CN.GZ
2583A,Railway School,Anshun,105.9394,26.2358,Guizhou,CN.GZ
2584A,Longyan School,Anshun,105.8853,26.2392,Guizhou,CN.GZ
2585A,Tongren Health School,Tongren area,109.1839,27.7344,Guizhou,CN.GZ
2586A,Tongren Seventh Middle School,Tongren area,109.1753,27.6944,Guizhou,CN.GZ
2587A,Eight,Bijie,105.2864,27.3125,Guizhou,CN.GZ
2588A,Teachers College,Bijie,105.31,27.2944,Guizhou,CN.GZ
2589A,Changba Street,Qianxinan,104.9022,25.0925,Guizhou,CN.GZ
2590A,Pingdong Avenue,Qianxinan,104.8811,25.0992,Guizhou,CN.GZ
2591A,Municipal Environmental Monitoring Station,Qiandongnan,107.9783,26.5747,Guizhou,CN.GZ
2592A,Mapojing Primary School,Qiandongnan,,,Guizhou,CN.GZ
2593A,Xiaoweizhai,Qiannan,107.5228,26.2403,Guizhou,CN.GZ
2594A,Municipal Environmental Monitoring Station,Baoshan,99.1678,25.1081,Yunnan,CN.YN
2595A,Municipal Environmental Protection Bureau,Baoshan,99.1711,25.1328,Yunnan,CN.YN
2596A,Monitoring station,Zhaotong,103.7667,27.3736,Yunnan,CN.YN
2597A,Environmental Protection Agency,Zhaotong,103.7225,27.3361,Yunnan,CN.YN
2598A,Southwestern suburbs (control point),Lijiang,100.2143,26.8576,Yunnan,CN.YN
2599A,Lijiang,Lijiang,100.2497,26.8802,Yunnan,CN.YN
2600A,city ​​center,Lijiang,100.2203,26.8906,Yunnan,CN.YN
2601A,Municipal Environmental Protection Bureau,Pu'er,100.98,22.7633,Yunnan,CN.YN
2602A,Pu'er Second Middle School,Pu'er,100.9817,22.8322,Yunnan,CN.YN
2603A,Municipal Environmental Protection Bureau,Lincang,100.0781,23.8982,Yunnan,CN.YN
2604A,City Meteorological Bureau,Lincang,100.0894,23.8822,Yunnan,CN.YN
2605A,State Environmental Monitoring Station,Chuxiong Prefecture,101.5482,25.0441,Yunnan,CN.YN
2606A,City Economic Development Zone,Chuxiong Prefecture,101.538,25.0492,Yunnan,CN.YN
2607A,Rain over the shop,Red River State,103.3113,23.4626,Yunnan,CN.YN
2608A,Sewage treatment plant,Red River State,103.3772,23.3993,Yunnan,CN.YN
2609A,Monitoring station,Red River State,103.3861,23.35,Yunnan,CN.YN
2610A,State Water Authority,Wenshan Prefecture,104.2533,23.3594,Yunnan,CN.YN
2611A,City Convenience Service Center,Wenshan Prefecture,104.2319,23.3892,Yunnan,CN.YN
2612A,"Jiangnan, Jinghong City",Xishuangbanna,100.7939,22.0019,Yunnan,CN.YN
2613A,"Jiangbei, Jinghong City",Xishuangbanna,100.8017,22.0225,Yunnan,CN.YN
2614A,Dali City Environmental Monitoring Station,Dali Prefecture,100.1542,25.7054,Yunnan,CN.YN
2615A,Dali Ancient City,Dali Prefecture,100.2171,25.5811,Yunnan,CN.YN
2616A,Dehong Prefecture Monitoring Station,Dehong Prefecture,98.5842,24.428,Yunnan,CN.YN
2617A,Mang City Construction Bureau (stopped in 200103),Dehong Prefecture,98.578,24.441,Yunnan,CN.YN
2618A,State Monitoring Station,Nujiang Prefecture,98.8601,25.8567,Yunnan,CN.YN
2619A,Lushui No.1 Middle School,Nujiang Prefecture,98.8546,25.8417,Yunnan,CN.YN
2620A,Ancient city (20180930 closed),Diqing,99.7064,27.8136,Yunnan,CN.YN
2621A,Diqingzhou Station,Diqing,99.7056,27.8317,Yunnan,CN.YN
2622A,Qamdo Monitoring Station,Chamdo,97.1806,31.1273,Tibet,CN.XZ
2623A,Qamdo Dam in Qamdo Region (out of operation 200514),Chamdo,97.1809,31.1254,Tibet,CN.XZ
2624A,Shannan Monitoring Station,Shannan,91.7608,29.2313,Tibet,CN.XZ
2625A,Shannan People's Hospital,Shannan,91.7706,29.2436,Tibet,CN.XZ
2626A,Shigatse Monitoring Station,Shigatse,88.8876,29.2718,Tibet,CN.XZ
2627A,Xigaze Hongda Company,Shigatse,88.8931,29.2365,Tibet,CN.XZ
2628A,Nagqu Monitoring Station,Nagqu,92.0657,31.4846,Tibet,CN.XZ
2629A,Nagqu Jiaxing Hospital,Nagqu,92.0505,31.4733,Tibet,CN.XZ
2630A,Ali Monitoring Station,Ali area,80.1161,32.5,Tibet,CN.XZ
2631A,Ali Prefectural Committee (deactivated in 20181130),Ali area,80.0895,32.5039,Tibet,CN.XZ
2632A,Linzhi Monitoring Station,Nyingchi,94.3681,29.6376,Tibet,CN.XZ
2633A,Linzhi People's Hospital,Nyingchi,94.3616,29.6616,Tibet,CN.XZ
2634A,Hanchuan Machine Tool Factory (Comparison Point),Hanzhong,106.9893,33.1842,Shaanxi,CN.SA
2635A,City Monitoring Station,Hanzhong,107.0154,33.0706,Shaanxi,CN.SA
2636A,Xinyuan Development Zone,Hanzhong,107.0089,33.1138,Shaanxi,CN.SA
2637A,Nanzheng Dahekan Water Plant,Hanzhong,107.007,33.0323,Shaanxi,CN.SA
2638A,Hongshixia Forest Park (comparison point),Yulin,109.7414,38.3344,Shaanxi,CN.SA
2639A,century Square,Yulin,109.7456,38.2911,Shaanxi,CN.SA
2640A,Experimental Middle School,Yulin,109.7289,38.2839,Shaanxi,CN.SA
2641A,Environmental Monitoring Building,Yulin,109.7336,38.2478,Shaanxi,CN.SA
2642A,Xiangxi Cave (control point),Ankang,109.0318,32.6537,Shaanxi,CN.SA
2643A,Ankang Monitoring Station,Ankang,109.0281,32.6939,Shaanxi,CN.SA
2644A,Hanbin District Procuratorate,Ankang,109.0072,32.6975,Shaanxi,CN.SA
2645A,Monitoring station,Shangluo,109.9154,33.8715,Shaanxi,CN.SA
2646A,Donglongshan Meteorological Bureau,Shangluo,109.966,33.8509,Shaanxi,CN.SA
2647A,Third elementary school,silver,104.1724,36.5446,Gansu,CN.GS
2648A,Power Company,silver,104.1465,36.5482,Gansu,CN.GS
2649A,Maijishan (control point),Tianshui,106.0055,34.343,Gansu,CN.GS
2650A,Park Elementary School,Tianshui,105.7205,34.5786,Gansu,CN.GS
2651A,Maiji Land and Resources Bureau,Tianshui,105.8945,34.5538,Gansu,CN.GS
2652A,Monitoring station,Wu Wei,102.6201,37.9251,Gansu,CN.GS
2653A,Thunder Platform (190211 out of service),Wu Wei,102.6469,37.9358,Gansu,CN.GS
2654A,Runquan Lake,Zhang Ye,100.4698,38.9524,Gansu,CN.GS
2655A,District union,Zhang Ye,100.4154,38.9422,Gansu,CN.GS
2656A,Juxian Garden,Pingliang,106.6692,35.5461,Gansu,CN.GS
2657A,museum,Pingliang,106.7021,35.5307,Gansu,CN.GS
2658A,Cangmenjiezi Station,Jiuquan,98.5061,39.7443,Gansu,CN.GS
2659A,Oilfield living base,Jiuquan,98.4989,39.7256,Gansu,CN.GS
2660A,District Environmental Protection Bureau (reference point),Qingyang,107.6831,35.7289,Gansu,CN.GS
2661A,Qingyang No. 5 Middle School,Qingyang,107.6325,35.7357,Gansu,CN.GS
2662A,Municipal Environmental Protection Bureau,Qingyang,107.6364,35.7067,Gansu,CN.GS
2663A,Dongguan Primary School,Dingxi,104.6241,35.5734,Gansu,CN.GS
2664A,Power supply company,Dingxi,104.6194,35.5934,Gansu,CN.GS
2665A,Hanwang Town Gushuizi (control point),Longnan,105.0822,33.3261,Gansu,CN.GS
2666A,City Forestry Bureau,Longnan,,,Gansu,CN.GS
2667A,Environmental Protection Agency,Linxia,103.2069,35.5993,Gansu,CN.GS
2668A,Building a building,Linxia,103.2417,35.6057,Gansu,CN.GS
2669A,State Government,Gannan,102.9099,34.9841,Gansu,CN.GS
2670A,Pingan County,Haidong area,102.1086,36.4997,Qinghai,CN.QH
2671A,"Xihai Town, Haiyan County",Haibei,100.9048,36.9639,Qinghai,CN.QH
2672A,"Longwu Town, Tongren County",Huangnan,102.0199,35.5102,Qinghai,CN.QH
2673A,"Chapcha Town, Gonghe County",Hainan,100.6188,36.2866,Qinghai,CN.QH
2674A,"Dawu Town, Maqin County",Guoluo,100.2561,34.4714,Qinghai,CN.QH
2675A,"Jiegu Town, Yushu County",YushuShi,97,33.0014,Qinghai,CN.QH
2676A,Delingha,Haixi,97.3731,37.3753,Qinghai,CN.QH
2677A,Education Park,Wu Zhong,106.1532,37.9648,Ningxia Hui,CN.NX
2678A,High school,Wu Zhong,106.2025,37.9844,Ningxia Hui,CN.NX
2679A,New District Second Pumping Station,Wu Zhong,106.1856,37.9956,Ningxia Hui,CN.NX
2680A,Shapotou Fire Station (comparison point),Zhongwei,105.0025,37.4635,Ningxia Hui,CN.NX
2681A,Guanqiao Station,Zhongwei,105.18,37.0172,Ningxia Hui,CN.NX
2682A,Environmental Protection Bureau Station,Zhongwei,105.1971,37.5002,Ningxia Hui,CN.NX
2683A,Horse Park (Control Point),Guyuan,106.2319,36.1417,Ningxia Hui,CN.NX
2684A,Monitoring station,Guyuan,106.2792,36.0022,Ningxia Hui,CN.NX
2685A,New District,Guyuan,106.2375,36.0211,Ningxia Hui,CN.NX
2686A,Municipal Environmental Protection Bureau,Turpan area,89.1904,42.9418,Xinjiang Uygur,CN.XJ
2687A,Regional Environmental Protection Agency,Turpan area,89.1673,42.9559,Xinjiang Uygur,CN.XJ
2688A,Regional monitoring station,Hami area,93.5128,42.8172,Xinjiang Uygur,CN.XJ
2689A,Hami Normal School,Hami area,93.4961,42.8328,Xinjiang Uygur,CN.XJ
2690A,Tianshan Tianchi (control point),Changji,88.1236,43.8886,Xinjiang Uygur,CN.XJ
2691A,State Monitoring Station,Changji,87.2997,44.0114,Xinjiang Uygur,CN.XJ
2692A,New District Government Affairs Center,Changji,87.2717,44.0297,Xinjiang Uygur,CN.XJ
2693A,City Party School,Boertala,82.0485,44.8556,Xinjiang Uygur,CN.XJ
2694A,Municipal Environmental Protection Bureau,Boertala,82.0806,44.8969,Xinjiang Uygur,CN.XJ
2695A,TV station,Aksu region,80.292,41.1694,Xinjiang Uygur,CN.XJ
2696A,art Center,Aksu region,80.2613,41.1551,Xinjiang Uygur,CN.XJ
2697A,Municipal People's Government,Kezilesu,76.1454,39.7142,Xinjiang Uygur,CN.XJ
2698A,Patrol Brigade,Kashgar,76.0072,39.4467,Xinjiang Uygur,CN.XJ
2699A,I do,Kashgar,75.9755,39.4694,Xinjiang Uygur,CN.XJ
2700A,Municipal Environmental Monitoring Station,Kashgar,75.9538,39.4682,Xinjiang Uygur,CN.XJ
2701A,Regional station (discontinued 200629),Hotan area,79.9485,37.1152,Xinjiang Uygur,CN.XJ
2702A,Inside the courtyard of Gujiang Bage Township (out of service 200629),Hotan area,79.9117,37.1013,Xinjiang Uygur,CN.XJ
2703A,Municipal Environmental Protection Bureau,Ili Kazakhstan,81.2815,43.9404,Xinjiang Uygur,CN.XJ
2704A,New government area,Ili Kazakhstan,81.2996,43.9174,Xinjiang Uygur,CN.XJ
2705A,Second water plant,Ili Kazakhstan,81.3364,43.941,Xinjiang Uygur,CN.XJ
2706A,Dongmenwai Small Garden,Tacheng area,82.9994,46.7432,Xinjiang Uygur,CN.XJ
2707A,Xiaodonggou (control point),Altay region,88.1214,47.9047,Xinjiang Uygur,CN.XJ
2708A,City Station,Altay region,88.1264,47.8517,Xinjiang Uygur,CN.XJ
2709A,Ai Qing Poetry House,Shihezi,86.0497,44.2967,Xinjiang Uygur,CN.XJ
2710A,Sunshine School,Shihezi,86.0697,44.3075,Xinjiang Uygur,CN.XJ
2711A,Nongshui Building,Wujiaqu,87.5475,44.1756,Xinjiang Uygur,CN.XJ
2835A,Forty middle and small,Panzhihua,101.7227,26.567,Sichuan,CN.SC
2842A,Huli Middle School,Xiamen,118.0936,24.5058,Fujian,CN.FJ
2845A,Tak Shing Court,Changzhi,113.1569,36.1911,Shanxi,CN.SX
2846A,Sports West,Guangzhou,113.3221,23.1322,Guangdong,CN.GD
2858A,Hexi Yijing Road,Tianjin,117.7918,39.2474,Tianjin,CN.TJ
2859A,Jingu Road,Tianjin,117.3747,38.9846,Tianjin,CN.TJ
2860A,Binshui West Road,Tianjin,117.1589,39.0845,Tianjin,CN.TJ
2862A,22Central South Campus,Shijiazhuang,114.5481,38.0378,Hebei,CN.HB
2865A,Yuci Third Middle School,Jinzhong,112.7195,37.6828,Shanxi,CN.SX
2866A,The Bund Capital,Yuncheng,111.0522,35.0439,Shanxi,CN.SX
2867A,Ma Maozhuang Primary School,Lu Liang,111.1283,37.51,Shanxi,CN.SX
2868A,Jiuzhan,Jilin,126.4739,43.953,Jilin,CN.JL
2869A,Wutaishan Hospital,Yangzhou,119.447,32.4155,Jiangsu,CN.JS
2870A,City Center for Disease Control,Zhenjiang,119.4424,32.1873,Jiangsu,CN.JS
2871A,Wanli International School,Ningbo,121.6147,29.9017,Zhejiang,CN.ZJ
2872A,Nanhu District Disabled Persons' Federation,Jiaxing,120.7846,30.7525,Zhejiang,CN.ZJ
2873A,Renhuangshan New District,Huzhou,120.0875,30.8955,Zhejiang,CN.ZJ
2874A,Yiyi Dairy Industrial Park (discontinued 200626),Huainan,117.0412,32.646,Anhui,CN.AH
2875A,Fuyang Vocational and Technical College,Fuyang,115.784,32.8892,Anhui,CN.AH
2876A,Teacher Fan,Weifang,119.0841,36.7339,Shandong,CN.SD
2877A,Fangzi Post,Weifang,119.1641,36.6523,Shandong,CN.SD
2878A,Liao Da East School,Liaocheng,116.0072,36.4343,Shandong,CN.SD
2880A,Dashi West Road,Chengdu,104.0219,30.6558,Sichuan,CN.SC
2881A,Carey College,Qiandongnan,107.8908,26.5311,Guizhou,CN.GZ
2882A,Yuxi No. 1 Middle School,Yuxi,102.5389,24.3703,Yunnan,CN.YN
2883A,Cultural and Sports Center,Yuxi,102.5381,24.3389,Yunnan,CN.YN
2884A,Jiugang Hotel,Jiayuguan,98.2672,39.7978,Gansu,CN.GS
2885A,Riverside Middle School,Longnan,104.9339,33.3826,Gansu,CN.GS
2894A,Economic and Technological Development Zone Fire Brigade,Huainan,117.0566,32.6531,Anhui,CN.AH
2897A,Shenliao West Road,Shenyang,123.2444,41.7347,Liaoning,CN.LN
2900A,Yunong Lu,Shenyang,123.5953,41.9086,Liaoning,CN.LN
2902A,Beichen Primary School,Guang'an,106.6351,30.4865,Sichuan,CN.SC
2907A,Wuxing District Station,Huzhou,120.1844,30.8596,Zhejiang,CN.ZJ
2914A,Sushanping (control point),Bazhong,106.7677,31.8794,Sichuan,CN.SC
2915A,Vocational School,Bazhong,106.7619,31.84139,Sichuan,CN.SC
2916A,Veterans Bureau (out of service 190815),Chizhou,117.49,30.66,Anhui,CN.AH
2919A,Hebei University of Technology,Langfang,116.7022,39.5453,Hebei,CN.HB
2920A,Lantian Town,Zhangzhou,117.7116,24.506,Fujian,CN.FJ
2921A,Shuxiawang Station,Shaoxing,120.5483,30.0003,Zhejiang,CN.ZJ
2922A,Dali Road,Tianjin,117.1941,39.1067,Tianjin,CN.TJ
2923A,Water supply and drainage company (out of operation 200102),Datong,113.2803,40.1114,Shanxi,CN.SX
2924A,Shuixiang Road,Yinchuan,106.2266,38.4418,Ningxia Hui,CN.NX
2925A,Shanghai East Road,Yinchuan,106.2757,38.4842,Ningxia Hui,CN.NX
2926A,Wenchang North Street,Yinchuan,106.1015,38.497,Ningxia Hui,CN.NX
2929A,Hongwei Road,Huanggang,114.8858,30.4519,Hubei,CN.HU
2994A,Armed Police Detachment (Enable 161031),Jinhua,119.6533,29.1128,Zhejiang,CN.ZJ
2996A,Municipal Power Supply Bureau,Suqian,118.283,33.965,Jiangsu,CN.JS
2997A,Wang Ying,Taizhou,119.8767,32.3289,Jiangsu,CN.JS
2998A,Hugou Management Office,Lianyungang,119.3608,34.7519,Jiangsu,CN.JS
2999A,Mine Design Institute,Lianyungang,119.1478,34.5911,Jiangsu,CN.JS
3000A,Deyuan Pharmaceutical,Lianyungang,119.3581,34.6972,Jiangsu,CN.JS
3002A,government centre,Changzhou,119.9805,31.8174,Jiangsu,CN.JS
3003A,Economic Development Zone,Changzhou,120.0522,31.7748,Jiangsu,CN.JS
3004A,Powerlong Plaza,Yancheng,120.1544,33.3663,Jiangsu,CN.JS
3005A,Gulou District Government,Xuzhou,117.1814,34.29,Jiangsu,CN.JS
3006A,Tongshan District Admissions Office,Xuzhou,117.1694,34.1781,Jiangsu,CN.JS
3007A,Xincheng No.1 Middle School,Lianyungang,119.178,34.844,Jiangsu,CN.JS
3008A,Hugou Management Office,Lianyungang,119.3608,34.7519,Jiangsu,CN.JS
3009A,Mine Design Institute,Lianyungang,119.1478,34.5911,Jiangsu,CN.JS
3010A,Bell tower,Changzhou,119.9025,31.7964,Jiangsu,CN.JS
3012A,Xishanlin,Jingmen,112.1849,31.0362,Hubei,CN.HU
3014A,Xietaizi,Chongqing,106.4958,29.5346,Chongqing,CN.CQ
3015A,Longjing Bay,Chongqing,106.4037,29.5728,Chongqing,CN.CQ
3016A,Long Chau Bay,Chongqing,106.5507,29.4153,Chongqing,CN.CQ
3018A,Tang Yao Hotel,Linfen,111.505,36.1014,Shanxi,CN.SX
3019A,Xisha,Sansha,-,-,,
3020A,Zhongshan North Road,Tianjin,117.2101,39.1699,Tianjin,CN.TJ
3021A,Pushui River Management Office,Liyang,115,35.7668,Henan,CN.HE
3022A,Kaixuan Road Primary School,Luoyang,112.4433,34.6686,Henan,CN.HE
3025A,Technician College,Qingyuan,113.0477,23.6344,Guangdong,CN.GD
3026A,City Hall,Chaozhou,116.6183,23.6608,Guangdong,CN.GD
3027A,Qingganglin Road,Zigong,104.72,29.3427,Sichuan,CN.SC
3028A,Sandalwood Stadium,Zigong,104.776,29.3627,Sichuan,CN.SC
3033A,Training Base,Urumqi,87.4651,43.4569,Xinjiang Uygur,CN.XJ
3034A,Guangming Street Primary School,Ulanchabu,113.1076,41.0385,Nei Mongol,CN.NM
3035A,Beibinhe,Xing'an League,122.0931,46.0707,Nei Mongol,CN.NM
3036A,Development Zone Management Committee,Dongying,118.6904,37.4338,Shandong,CN.SD
3038A,State Library,Red River State,103.3758,23.368,Yunnan,CN.YN
3039A,Sanmenxia First Primary School,Sanmenxia,111.1911,34.7829,Henan,CN.HE
3045A,Shangzhou District Middle School,Shangluo,109.9643,33.8471,Shaanxi,CN.SA
3046A,Mechanical and Electrical School,Nanchang,115.9084,28.6062,Jiangxi,CN.JX
3048A,Kowloon,Fuzhou,119.5799,26.0936,Fujian,CN.FJ
3051A,West Fourth Road,Tianjin,117.3876,39.1488,Tianjin,CN.TJ
3054A,Municipal Party School,Xinxiang,113.9194,35.2847,Henan,CN.HE
3055A,Chengbei District Government,Xining,101.7775,36.6428,Qinghai,CN.QH
3057A,Muping Procuratorate,Yantai,121.5992,37.4014,Shandong,CN.SD
3058A,Galaxy Street,Chifeng,119.2658,42.0353,Nei Mongol,CN.NM
3059A,Taixing Company,Jinan,117.7161,36.2049,Shandong,CN.SD
3061A,Guohua Power East,Hulunbuir,119.7512,49.1577,Nei Mongol,CN.NM
3064A,Laiwu Battle Memorial Hall,Jinan,117.6867,36.2171,Shandong,CN.SD
3065A,State Environmental Protection Agency,Ganzi Prefecture,101.9533,29.9972,Sichuan,CN.SC
3066A,Jiuququan Pure Water Plant,Texas,116.2721,37.4379,Shandong,CN.SD
3109A,Ganxian District Health and Family Planning Commission,Ganzhou,115.0093,25.8613,Jiangxi,CN.JX
3122A,Wujiaguan (reference point),Anshun,105.9606,26.2611,Guizhou,CN.GZ
3123A,Phoenix Mountains,Anshun,105.9408,26.2431,Guizhou,CN.GZ
3124A,Mount Jinzhong,Anshun,105.9439,26.2564,Guizhou,CN.GZ
3125A,Loujiapo,Anshun,105.8983,26.2481,Guizhou,CN.GZ
3128A,Nagqu Conference Center,Nagqu,92.0506,31.4797,Tibet,CN.XZ
3129A,Ping'an High Speed ​​Rail New District,Haidong area,102.0306,36.5067,Qinghai,CN.QH
3131A,Tobacco Factory,Zhangjiakou,114.879,40.7993,Hebei,CN.HB
3132A,Civilization,Qinhuangdao,119.610547,39.943889,Hebei,CN.HB
3133A,Shangqing Temple,Chongqing,106.5468,29.5654,Chongqing,CN.CQ
3134A,City One Middle School,Xu Chang,113.8172,34.0339,Henan,CN.HE
3136A,Longquanyi District Government,Chengdu,104.2725,30.5589,Sichuan,CN.SC
3137A,Municipal Party School,Meishan,103.8578,30.0744,Sichuan,CN.SC
3138A,"Yongan, Wuling District",Changde,111.7153,29.0289,Hunan,CN.HN
3139A,Dingcheng Yuxia,Changde,111.6892,28.9881,Hunan,CN.HN
3140A,"Chang Geng, Wuling District",Changde,111.6625,29.0531,Hunan,CN.HN
3141A,Letters and Calls Bureau,Anyang,114.3922,36.0878,Henan,CN.HE
3147A,Longting Park,Kaifeng,114.3438,34.8106,Henan,CN.HE
3148A,District Human Resources and Social Affairs Bureau,Meishan,103.8291,30.0564,Sichuan,CN.SC
3149A,Bijiashan North Road,Yellowstone,115.0235,30.1578,Hubei,CN.HU
3151A,Yichun University North Campus,Yichun,114.375,27.8097,Jiangxi,CN.JX
3153A,182 Minzu Avenue,Wuhan,114.3877,30.4908,Hubei,CN.HU
3164A,Guangling Construction Bureau,Yangzhou,119.4686,32.3942,Jiangsu,CN.JS
3165A,Liangsidu,Xianyang,108.6594,34.2969,Shaanxi,CN.SA
3169A,Tai Chi Sports Center,Jiaozuo,113.2725,35.2071,Henan,CN.HE
3170A,Municipal Party School,Jinchang,102.1864,38.5253,Gansu,CN.GS
3171A,Liangyuan District Archives,Shangqiu,115.6071,34.4465,Henan,CN.HE
3173A,Municipal People's Congress,Anqing,117.0598,30.5351,Anhui,CN.AH
3178A,Weifang No. 7 Middle School,Weifang,119.0587,36.721,Shandong,CN.SD
3179A,Guandu District Museum,Kunming,102.7494,25.0119,Yunnan,CN.YN
3180A,Quality and Technical Supervision Bureau,Diqing,99.7136,27.8094,Yunnan,CN.YN
3182A,Liyang Garden,Bazhong,106.7656,31.8545,Sichuan,CN.SC
3183A,Holy spring water company,Bazhong,106.7418,31.8654,Sichuan,CN.SC
3184A,Municipal Party School,Harbin,126.6203,45.7219,Heilongjiang,CN.HL
3185A,Giant wheel,Taiyuan,112.5628,37.8964,Shanxi,CN.SX
3186A,Education Port,Lanzhou,103.7158,36.1058,Gansu,CN.GS
3187A,Voyage Museum,Suzhou,116.9509,33.666,Anhui,CN.AH
3188A,City Management Bureau,Hengshui,115.6683,37.7217,Hebei,CN.HB
3190A,foreign language School,Jiujiang,116.0254,29.6994,Jiangxi,CN.JX
3191A,Suyu District Government,Suqian,118.3225,33.9447,Jiangsu,CN.JS
3192A,Ali Tibetan Hospital,Ali area,80.0903,32.5028,Tibet,CN.XZ
3194A,Management Committee,Jingzhou,112.2747,30.3122,Hubei,CN.HU
3195A,Municipal Sports Bureau,Yangzhou,119.3633,32.3972,Jiangsu,CN.JS
3200A,monitoring Center,Liaocheng,115.9819,36.4978,Gansu,CN.GS
3201A,Dongguan Zhaochang,Wu Wei,102.6486,37.9325,Gansu,CN.GS
3204A,Planning Bureau,Pingdingshan,113.3025,33.73,Henan,CN.HE
3206A,Xingang Qinyuan Village,Xinyu,114.9149,27.807,Jiangxi,CN.JX
3207A,City government original office building,Luzhou,118.3118,32.3038,Anhui,CN.AH
3208A,City Hall,Xinzhou,112.7283,38.4153,Shanxi,CN.SX
3209A,Ningde No. 1 Middle School,Ningde,119.5231,26.6562,Fujian,CN.FJ
3210A,Bianjing Park,Kaifeng,114.3644,34.7964,Henan,CN.HE
3216A,Zhangzhou Party School,Zhangzhou,114.6622,24.5183,Fujian,CN.FJ
3237A,Exhibition hall,Chizhou,117.4918,30.6617,Anhui,CN.AH
3238A,Jimin Hospital (control point),Wuhu,118.3954,31.3946,Anhui,CN.AH
3239A,Yinying Pharmaceutical,Liaoyuan,125.0764,42.9078,Jilin,CN.JL
3241A,Lily Park,Lanzhou,103.7439,36.0842,Gansu,CN.GS
3242A,peace,Lanzhou,103.9611,35.998,Gansu,CN.GS
3245A,New District Management Committee,Lanzhou,103.6633,36.533,Gansu,CN.GS
3246A,Zhouqu Middle School,Lanzhou,103.6975,36.4789,Gansu,CN.GS
3247A,City Federation of Trade Unions,Longnan,104.955,33.371,Gansu,CN.GS
3248A,Xiongguan District,Jiayuguan,98.2643,39.7724,Gansu,CN.GS
3265A,Baoshan Temple Walk,Shanghai,121.4316,31.3322,Shanghai,CN.SH
3266A,Chongming Shangshi Dongtan,Shanghai,121.8791,31.4662,Shanghai,CN.SH
3268A,Jiading Nanxiang,Shanghai,121.3162,31.2838,Shanghai,CN.SH
3269A,Jinshan New Town,Shanghai,121.3359,30.7456,Shanghai,CN.SH
3270A,Minhang Pujiang,Shanghai,121.4996,31.0739,Shanghai,CN.SH
3271A,Qingpu Xujing,Shanghai,121.2886,31.1663,Shanghai,CN.SH
3272A,Songjiang Library,Shanghai,121.2186,31.0378,Shanghai,CN.SH
3273A,Changning Xianxia,Shanghai,121.3902,31.2059,Shanghai,CN.SH
3274A,Pudong Huinan,Shanghai,121.7965,31.0507,Shanghai,CN.SH
3281A,Yanqing Xiadu,Beijing,115.9718,40.4529,Beijing,CN.BJ
3282A,Datong City Health School,Datong,113.3397,40.0597,Shanxi,CN.SX
3283A,Riverside Building,Baotou,109.9154,40.5685,Nei Mongol,CN.NM
3284A,Haibei New District,Wuhai,106.813,39.7274,Nei Mongol,CN.NM
3285A,Beijing No. 8 Middle School,Ulanchabu,113.1376,40.9509,Nei Mongol,CN.NM
